tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
0 days 04:37:00,2020-11-07 09:56:09.198,2020-11-07 10:03:45.311,3210,Pershing Field,40.742677141,-74.051788633,3206,Hilltop,40.7311689,-74.0575736,44540,Subscriber,1968,Male
0 days 12:22:00,2020-11-07 09:57:01.549,2020-11-07 09:59:18.912,3214,Essex Light Rail,40.7127742,-74.0364857,3681,Grand St,40.71517767732029,-74.03768330812454,42140,Subscriber,1993,Male
0 days 11:50:00,2020-11-07 09:59:10.947,2020-11-07 10:46:39.549,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,46600,Subscriber,1981,Female
0 days 03:36:00,2020-11-07 09:59:14.655,2020-11-07 10:46:24.402,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,40469,Subscriber,1982,Male
1 days 20:28:00,2020-11-07 10:00:13.553,2020-11-07 10:10:03.140,3280,Astor Place,40.71928220070702,-74.07126188278198,3209,Brunswick St,40.7241765,-74.0506564,35192,Subscriber,1978,Male
0 days 20:57:00,2020-11-07 10:01:09.835,2020-11-07 10:11:38.725,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3203,Hamilton Park,40.727595966,-74.044247311,38251,Subscriber,1983,Male
0 days 20:29:00,2020-11-07 10:01:23.474,2020-11-07 10:50:25.042,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42497,Customer,1992,Male
1 days 03:25:00,2020-11-07 10:01:46.448,2020-11-07 10:05:51.968,3213,Van Vorst Park,40.71848892,-74.047726625,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42436,Subscriber,1970,Male
0 days 16:03:00,2020-11-07 10:02:09.399,2020-11-07 11:43:03.501,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3186,Grove St PATH,40.71958611647166,-74.04311746358871,17596,Customer,1969,Unknown
0 days 15:41:00,2020-11-07 10:04:47.837,2020-11-07 10:17:57.000,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,3213,Van Vorst Park,40.71848892,-74.047726625,44971,Customer,1992,Male
1 days 02:35:00,2020-11-07 10:04:54.722,2020-11-07 11:43:20.478,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3186,Grove St PATH,40.71958611647166,-74.04311746358871,35375,Customer,1969,Unknown
1 days 00:49:00,2020-11-07 10:04:58.492,2020-11-07 10:18:12.103,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,3213,Van Vorst Park,40.71848892,-74.047726625,46599,Customer,1995,Male
0 days 09:47:00,2020-11-07 10:06:00.508,2020-11-07 10:18:07.842,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,3213,Van Vorst Park,40.71848892,-74.047726625,35358,Customer,1992,Male
0 days 20:56:00,2020-11-07 10:06:01.863,2020-11-07 10:12:17.403,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,42609,Subscriber,1981,Male
0 days 09:46:00,2020-11-07 10:06:52.750,2020-11-07 10:13:50.961,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3187,Warren St,40.7211236,-74.03805095,43489,Customer,1985,Male
0 days 17:17:00,2020-11-07 10:09:17.402,2020-11-07 10:13:24.309,3681,Grand St,40.71517767732029,-74.03768330812454,3638,Washington St,40.7242941,-74.0354826,45234,Subscriber,1964,Female
2 days 10:00:00,2020-11-07 10:09:20.982,2020-11-07 10:15:37.521,3280,Astor Place,40.71928220070702,-74.07126188278198,3195,Sip Ave,40.73089709786179,-74.06391263008118,42262,Subscriber,1990,Female
2 days 09:32:00,2020-11-07 10:09:36.721,2020-11-07 11:58:23.919,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42352,Customer,1969,Unknown
2 days 02:18:00,2020-11-07 10:09:38.359,2020-11-07 10:50:30.337,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,44747,Customer,1969,Unknown
2 days 08:20:00,2020-11-07 10:09:49.454,2020-11-07 10:11:32.702,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,45364,Customer,1969,Unknown
1 days 12:14:00,2020-11-07 10:10:06.617,2020-11-07 10:27:13.974,3638,Washington St,40.7242941,-74.0354826,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,45919,Customer,1991,Male
0 days 05:52:00,2020-11-07 10:11:01.102,2020-11-07 10:19:05.721,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,39227,Subscriber,1985,Female
0 days 16:09:00,2020-11-07 10:11:04.865,2020-11-07 10:18:13.742,3206,Hilltop,40.7311689,-74.0575736,3195,Sip Ave,40.73089709786179,-74.06391263008118,44540,Subscriber,1982,Male
0 days 15:40:00,2020-11-07 10:11:48.347,2020-11-07 11:59:47.424,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.71835519823214,-74.03891444206238,47252,Customer,1969,Unknown
0 days 15:21:00,2020-11-07 10:12:46.958,2020-11-07 10:28:13.497,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3202,Newport PATH,40.7272235,-74.0337589,44241,Subscriber,1993,Female
0 days 16:38:00,2020-11-07 10:13:45.884,2020-11-07 10:52:06.833,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42436,Customer,1989,Female
0 days 08:30:00,2020-11-07 10:13:46.071,2020-11-07 10:52:11.111,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44316,Customer,1981,Male
3 days 11:10:00,2020-11-07 10:13:55.488,2020-11-07 10:28:43.104,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3202,Newport PATH,40.7272235,-74.0337589,26712,Customer,1993,Female
0 days 03:20:00,2020-11-07 10:14:53.380,2020-11-07 10:27:57.507,3211,Newark Ave,40.72152515,-74.046304543,3209,Brunswick St,40.7241765,-74.0506564,42825,Subscriber,1981,Female
1 days 04:57:00,2020-11-07 10:14:56.180,2020-11-07 10:21:46.198,3638,Washington St,40.7242941,-74.0354826,3273,Manila & 1st,40.72165072487999,-74.04288411140442,44223,Subscriber,1989,Male
3 days 09:26:00,2020-11-07 10:16:26.843,2020-11-07 10:19:29.877,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,42382,Subscriber,1987,Male
1 days 04:13:00,2020-11-07 10:17:18.122,2020-11-07 10:24:52.693,3639,Harborside,40.7192517,-74.034234,3211,Newark Ave,40.72152515,-74.046304543,44392,Customer,1994,Female
0 days 17:56:00,2020-11-07 10:18:44.416,2020-11-07 11:19:05.636,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,43098,Customer,1961,Female
0 days 17:37:00,2020-11-07 10:19:35.476,2020-11-07 11:18:40.804,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42323,Customer,1993,Female
0 days 08:30:00,2020-11-07 10:25:30.542,2020-11-07 10:30:47.289,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3679,Bergen Ave,40.722103786686034,-74.07145500183105,44414,Subscriber,1960,Male
0 days 02:52:00,2020-11-07 10:25:56.912,2020-11-07 10:32:36.994,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,26484,Customer,1969,Unknown
0 days 03:09:00,2020-11-07 10:29:46.275,2020-11-07 10:33:14.169,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44401,Subscriber,1974,Male
0 days 03:11:00,2020-11-07 10:30:56.831,2020-11-07 10:39:54.266,3202,Newport PATH,40.7272235,-74.0337589,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,34971,Subscriber,1992,Male
1 days 06:50:00,2020-11-07 10:34:04.612,2020-11-07 12:13:27.743,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3185,City Hall,40.7177325,-74.043845,42014,Subscriber,1996,Male
0 days 08:09:00,2020-11-07 10:34:10.135,2020-11-07 12:13:34.486,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3185,City Hall,40.7177325,-74.043845,46529,Customer,1969,Unknown
1 days 01:56:00,2020-11-07 10:34:18.617,2020-11-07 10:36:56.649,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3280,Astor Place,40.71928220070702,-74.07126188278198,44414,Subscriber,1960,Male
0 days 12:21:00,2020-11-07 10:35:47.201,2020-11-07 10:38:04.215,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,40907,Subscriber,1975,Male
2 days 16:09:00,2020-11-07 10:37:18.073,2020-11-07 10:47:25.724,3481,York St,40.71649,-74.04105,3638,Washington St,40.7242941,-74.0354826,42219,Customer,1992,Male
0 days 23:55:00,2020-11-07 10:37:44.069,2020-11-07 10:43:25.655,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3202,Newport PATH,40.7272235,-74.0337589,42410,Subscriber,1985,Male
1 days 08:57:00,2020-11-07 10:38:36.466,2020-11-07 12:07:04.477,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,26484,Customer,1969,Unknown
3 days 05:28:00,2020-11-07 10:41:16.324,2020-11-07 10:57:39.314,3210,Pershing Field,40.742677141,-74.051788633,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,40440,Subscriber,1997,Male
0 days 10:35:00,2020-11-07 10:41:40.587,2020-11-07 11:08:04.337,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3199,Newport Pkwy,40.7287448,-74.0321082,38978,Subscriber,1994,Male
0 days 05:58:00,2020-11-07 10:43:02.992,2020-11-07 10:52:04.852,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3207,Oakland Ave,40.7376037,-74.0524783,44937,Subscriber,1988,Male
0 days 05:06:00,2020-11-07 10:43:11.221,2020-11-07 10:51:55.420,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3207,Oakland Ave,40.7376037,-74.0524783,42240,Subscriber,1989,Male
0 days 09:59:00,2020-11-07 10:43:42.953,2020-11-07 10:54:53.136,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3483,Montgomery St,40.71942,-74.05099,42316,Customer,1969,Unknown
0 days 06:52:00,2020-11-07 10:45:02.597,2020-11-07 10:51:20.623,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3203,Hamilton Park,40.727595966,-74.044247311,42191,Subscriber,1969,Male
0 days 04:10:00,2020-11-07 10:45:40.321,2020-11-07 11:05:48.213,3199,Newport Pkwy,40.7287448,-74.0321082,3220,5 Corners Library,40.73496102000952,-74.0595030784607,42205,Customer,1969,Unknown
0 days 18:33:00,2020-11-07 10:45:45.167,2020-11-07 11:05:39.605,3199,Newport Pkwy,40.7287448,-74.0321082,3220,5 Corners Library,40.73496102000952,-74.0595030784607,42609,Customer,1969,Unknown
0 days 02:06:00,2020-11-07 10:46:25.270,2020-11-07 11:02:26.563,3209,Brunswick St,40.7241765,-74.0506564,3184,Paulus Hook,40.7141454,-74.0335519,45764,Customer,1967,Female
1 days 08:36:00,2020-11-07 10:47:25.172,2020-11-07 11:00:54.992,3184,Paulus Hook,40.7141454,-74.0335519,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,45173,Subscriber,1962,Male
1 days 14:15:00,2020-11-07 10:48:10.658,2020-11-07 10:55:41.895,3202,Newport PATH,40.7272235,-74.0337589,3681,Grand St,40.71517767732029,-74.03768330812454,42314,Subscriber,1985,Male
1 days 09:01:00,2020-11-07 10:49:47.455,2020-11-07 11:55:40.942,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.7124188237569,-74.03852552175522,42293,Customer,1965,Male
0 days 10:35:00,2020-11-07 10:49:52.954,2020-11-07 11:55:48.342,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.7124188237569,-74.03852552175522,47256,Customer,1976,Female
0 days 05:21:00,2020-11-07 10:50:32.971,2020-11-07 11:52:49.617,3281,Leonard Gordon Park,40.74590996631558,-74.0572714805603,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,46541,Customer,1996,Male
0 days 03:46:00,2020-11-07 10:50:58.004,2020-11-07 10:54:40.221,3195,Sip Ave,40.73089709786179,-74.06391263008118,3194,McGinley Square,40.7253399253558,-74.06762212514877,42262,Subscriber,1986,Female
1 days 01:43:00,2020-11-07 10:50:58.208,2020-11-07 11:53:24.376,3281,Leonard Gordon Park,40.74590996631558,-74.0572714805603,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44968,Customer,1969,Unknown
0 days 10:00:00,2020-11-07 10:52:31.077,2020-11-07 10:59:02.829,3211,Newark Ave,40.72152515,-74.046304543,3273,Manila & 1st,40.72165072487999,-74.04288411140442,44392,Subscriber,1986,Female
0 days 09:10:00,2020-11-07 10:53:04.656,2020-11-07 10:57:45.222,3638,Washington St,40.7242941,-74.0354826,3275,Columbus Drive,40.71835519823214,-74.03891444206238,45232,Subscriber,1969,Female
0 days 21:06:00,2020-11-07 10:53:19.932,2020-11-07 11:37:30.663,3202,Newport PATH,40.7272235,-74.0337589,3192,Liberty Light Rail,40.7112423,-74.0557013,26712,Customer,1991,Female
1 days 01:44:00,2020-11-07 10:53:22.280,2020-11-07 10:57:33.016,3638,Washington St,40.7242941,-74.0354826,3275,Columbus Drive,40.71835519823214,-74.03891444206238,29772,Subscriber,1946,Male
0 days 15:01:00,2020-11-07 10:53:43.405,2020-11-07 10:59:19.613,3209,Brunswick St,40.7241765,-74.0506564,3187,Warren St,40.7211236,-74.03805095,42538,Subscriber,1974,Male
1 days 02:51:00,2020-11-07 10:53:50.893,2020-11-07 11:04:05.454,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.727595966,-74.044247311,16065,Subscriber,1988,Female
1 days 17:22:00,2020-11-07 10:54:22.294,2020-11-07 11:08:17.213,3638,Washington St,40.7242941,-74.0354826,3206,Hilltop,40.7311689,-74.0575736,42364,Subscriber,1977,Female
1 days 02:56:00,2020-11-07 10:54:44.447,2020-11-07 12:05:06.972,3202,Newport PATH,40.7272235,-74.0337589,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44241,Subscriber,1993,Female
1 days 02:12:00,2020-11-07 10:55:09.095,2020-11-07 12:05:33.106,3202,Newport PATH,40.7272235,-74.0337589,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,34039,Customer,1993,Female
0 days 04:49:00,2020-11-07 10:55:15.921,2020-11-07 11:02:36.212,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.727595966,-74.044247311,44385,Subscriber,1986,Male
0 days 04:39:00,2020-11-07 10:55:34.994,2020-11-07 11:03:44.852,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,39421,Subscriber,1976,Female
0 days 13:28:00,2020-11-07 10:55:35.543,2020-11-07 11:37:22.551,3202,Newport PATH,40.7272235,-74.0337589,3192,Liberty Light Rail,40.7112423,-74.0557013,42410,Customer,1991,Male
0 days 14:17:00,2020-11-07 10:56:05.331,2020-11-07 11:33:51.959,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42112,Subscriber,1993,Male
1 days 22:31:00,2020-11-07 10:57:15.801,2020-11-07 11:34:10.796,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42230,Customer,1991,Female
1 days 21:15:00,2020-11-07 10:57:20.286,2020-11-07 11:09:18.870,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3199,Newport Pkwy,40.7287448,-74.0321082,46600,Customer,1986,Female
0 days 22:31:00,2020-11-07 10:57:26.421,2020-11-07 11:09:04.239,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3679,Bergen Ave,40.722103786686034,-74.07145500183105,44787,Subscriber,1983,Male
0 days 20:20:00,2020-11-07 10:57:43.941,2020-11-07 11:33:58.802,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,17424,Customer,1990,Male
1 days 14:38:00,2020-11-07 10:58:07.053,2020-11-07 11:52:57.244,3196,Riverview Park,40.7443187,-74.0439909,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42482,Customer,1969,Unknown
0 days 18:56:00,2020-11-07 10:58:10.276,2020-11-07 11:16:09.883,3191,Union St,40.7182113,-74.0836394,3195,Sip Ave,40.73089709786179,-74.06391263008118,44364,Customer,1997,Male
0 days 05:55:00,2020-11-07 10:58:29.199,2020-11-07 11:19:25.535,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,43558,Customer,1969,Unknown
0 days 05:51:00,2020-11-07 10:58:46.522,2020-11-07 11:16:15.663,3191,Union St,40.7182113,-74.0836394,3195,Sip Ave,40.73089709786179,-74.06391263008118,44857,Customer,1993,Male
0 days 03:36:00,2020-11-07 10:59:07.583,2020-11-07 11:10:16.015,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,3202,Newport PATH,40.7272235,-74.0337589,42450,Customer,1969,Unknown
0 days 03:26:00,2020-11-07 10:59:43.317,2020-11-07 11:08:59.357,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,45683,Subscriber,1986,Female
0 days 20:22:00,2020-11-07 11:02:01.893,2020-11-07 11:03:56.626,3203,Hamilton Park,40.727595966,-74.044247311,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,42456,Subscriber,1988,Female
0 days 02:07:00,2020-11-07 11:02:20.372,2020-11-07 11:03:54.529,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,47188,Subscriber,1974,Male
0 days 04:23:00,2020-11-07 11:02:59.836,2020-11-07 11:05:47.012,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3273,Manila & 1st,40.72165072487999,-74.04288411140442,34971,Subscriber,1987,Male
0 days 11:19:00,2020-11-07 11:03:31.816,2020-11-07 11:19:18.344,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3195,Sip Ave,40.73089709786179,-74.06391263008118,42232,Subscriber,1986,Male
0 days 03:18:00,2020-11-07 11:04:03.190,2020-11-07 11:16:38.856,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3192,Liberty Light Rail,40.7112423,-74.0557013,44872,Subscriber,1984,Male
0 days 01:50:00,2020-11-07 11:05:15.426,2020-11-07 11:14:44.930,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3199,Newport Pkwy,40.7287448,-74.0321082,42591,Customer,1969,Unknown
0 days 11:07:00,2020-11-07 11:06:01.743,2020-11-07 11:08:59.056,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,19825,Subscriber,1980,Male
0 days 20:31:00,2020-11-07 11:06:34.290,2020-11-07 11:53:21.774,3198,Heights Elevator,40.74871594538023,-74.04044330120087,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,35139,Customer,1969,Unknown
0 days 16:01:00,2020-11-07 11:07:13.649,2020-11-07 11:19:34.624,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73089709786179,-74.06391263008118,42479,Subscriber,1974,Female
0 days 07:49:00,2020-11-07 11:07:15.957,2020-11-07 11:50:41.919,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,44366,Subscriber,1987,Male
1 days 01:16:00,2020-11-07 11:07:42.594,2020-11-07 11:48:45.747,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.047726625,28426,Customer,1989,Male
0 days 08:38:00,2020-11-07 11:08:00.185,2020-11-07 11:12:20.991,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,46141,Subscriber,1968,Female
0 days 17:29:00,2020-11-07 11:08:00.392,2020-11-07 11:48:47.278,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.047726625,31659,Customer,1969,Unknown
0 days 12:51:00,2020-11-07 11:09:36.321,2020-11-07 11:14:20.899,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42191,Subscriber,1982,Female
0 days 02:31:00,2020-11-07 11:10:13.724,2020-11-07 11:44:51.424,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,44042,Subscriber,1987,Male
5 days 03:14:00,2020-11-07 11:10:15.670,2020-11-07 11:44:42.097,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,42219,Subscriber,1989,Female
0 days 07:17:00,2020-11-07 11:11:03.568,2020-11-07 11:30:34.447,3195,Sip Ave,40.73089709786179,-74.06391263008118,3187,Warren St,40.7211236,-74.03805095,44540,Subscriber,1988,Male
0 days 18:23:00,2020-11-07 11:12:55.617,2020-11-07 11:15:06.210,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,45173,Subscriber,1962,Male
0 days 03:47:00,2020-11-07 11:15:00.429,2020-11-07 11:18:25.387,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,46929,Subscriber,1990,Male
0 days 05:33:00,2020-11-07 11:15:17.946,2020-11-07 11:23:06.510,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,42436,Subscriber,1989,Male
0 days 01:43:00,2020-11-07 11:15:25.794,2020-11-07 11:58:19.351,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,44721,Customer,1969,Unknown
0 days 15:16:00,2020-11-07 11:17:18.356,2020-11-07 11:36:10.842,3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.7112423,-74.0557013,43361,Subscriber,1985,Male
0 days 07:04:00,2020-11-07 11:17:56.112,2020-11-07 11:31:59.456,3198,Heights Elevator,40.74871594538023,-74.04044330120087,3209,Brunswick St,40.7241765,-74.0506564,44911,Customer,1994,Male
0 days 03:35:00,2020-11-07 11:18:18.751,2020-11-07 12:03:24.695,3213,Van Vorst Park,40.71848892,-74.047726625,3213,Van Vorst Park,40.71848892,-74.047726625,45873,Customer,1969,Unknown
5 days 12:25:00,2020-11-07 11:18:19.151,2020-11-07 12:17:19.061,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3213,Van Vorst Park,40.71848892,-74.047726625,42492,Customer,1969,Unknown
0 days 05:18:00,2020-11-07 11:18:27.718,2020-11-07 11:22:12.615,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42634,Subscriber,1988,Male
0 days 06:24:00,2020-11-07 11:18:57.843,2020-11-07 11:26:24.691,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,42194,Subscriber,1978,Male
0 days 05:38:00,2020-11-07 11:19:12.673,2020-11-07 12:03:04.152,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,46532,Subscriber,1984,Male
2 days 15:04:00,2020-11-07 11:19:18.973,2020-11-07 11:28:14.119,3184,Paulus Hook,40.7141454,-74.0335519,3279,Dixon Mills,40.721630142638354,-74.04996782541275,43499,Subscriber,1990,Male
2 days 14:59:00,2020-11-07 11:21:33.699,2020-11-07 11:28:20.702,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42434,Subscriber,1992,Female
0 days 22:26:00,2020-11-07 11:21:54.223,2020-11-07 11:59:25.782,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3694,Jackson Square,40.71113,-74.0789,42281,Subscriber,1992,Male
0 days 05:41:00,2020-11-07 11:22:34.421,2020-11-07 11:39:24.442,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3638,Washington St,40.7242941,-74.0354826,46141,Subscriber,1962,Male
0 days 08:55:00,2020-11-07 11:23:56.008,2020-11-07 12:05:02.025,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,40469,Subscriber,1985,Female
0 days 10:07:00,2020-11-07 11:24:08.563,2020-11-07 11:39:15.166,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3638,Washington St,40.7242941,-74.0354826,44316,Subscriber,1960,Female
0 days 08:27:00,2020-11-07 11:24:35.292,2020-11-07 11:36:38.968,3194,McGinley Square,40.7253399253558,-74.06762212514877,3193,Lincoln Park,40.7246050998869,-74.07840594649315,42262,Subscriber,1975,Male
0 days 07:54:00,2020-11-07 11:25:03.469,2020-11-07 12:37:30.660,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42497,Customer,1969,Unknown
0 days 04:44:00,2020-11-07 11:25:08.316,2020-11-07 14:32:45.527,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3192,Liberty Light Rail,40.7112423,-74.0557013,44683,Customer,1969,Unknown
0 days 11:30:00,2020-11-07 11:25:11.318,2020-11-07 11:42:50.482,3214,Essex Light Rail,40.7127742,-74.0364857,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,44336,Subscriber,1990,Male
0 days 01:55:00,2020-11-07 11:26:30.436,2020-11-07 11:57:13.921,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3203,Hamilton Park,40.727595966,-74.044247311,42368,Customer,1994,Female
2 days 19:16:00,2020-11-07 11:26:34.668,2020-11-07 11:55:02.932,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3203,Hamilton Park,40.727595966,-74.044247311,44387,Customer,1990,Male
1 days 04:39:00,2020-11-07 11:28:16.830,2020-11-07 12:27:57.292,3195,Sip Ave,40.73089709786179,-74.06391263008118,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42232,Customer,1969,Unknown
1 days 05:09:00,2020-11-07 11:28:31.960,2020-11-07 11:40:27.556,3192,Liberty Light Rail,40.7112423,-74.0557013,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42323,Subscriber,1993,Female
1 days 15:55:00,2020-11-07 11:30:00.168,2020-11-07 11:40:06.095,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3185,City Hall,40.7177325,-74.043845,20315,Customer,1969,Unknown
0 days 19:11:00,2020-11-07 11:30:51.983,2020-11-07 11:47:45.212,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,45353,Subscriber,1974,Female
0 days 01:56:00,2020-11-07 11:31:05.710,2020-11-07 11:42:14.866,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3186,Grove St PATH,40.71958611647166,-74.04311746358871,46465,Subscriber,1986,Male
0 days 10:06:00,2020-11-07 11:31:05.817,2020-11-07 11:40:03.417,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3185,City Hall,40.7177325,-74.043845,42340,Customer,1969,Unknown
5 days 04:55:00,2020-11-07 11:31:34.728,2020-11-07 11:39:51.615,3203,Hamilton Park,40.727595966,-74.044247311,3187,Warren St,40.7211236,-74.03805095,16065,Customer,1992,Female
