tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
0 days 00:02:22,2020-12-02 06:49:35.597,2020-12-02 06:51:58.405,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,44531,Subscriber,1989,Male
0 days 00:03:24,2020-12-02 06:51:38.233,2020-12-02 06:55:02.601,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.04311746358871,46410,Subscriber,1983,Male
0 days 00:05:36,2020-12-02 06:53:10.834,2020-12-02 06:58:47.465,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,44398,Subscriber,1982,Male
0 days 00:06:03,2020-12-02 06:55:28.718,2020-12-02 07:01:32.470,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42352,Subscriber,1978,Female
0 days 00:05:43,2020-12-02 06:59:54.435,2020-12-02 07:05:38.246,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42112,Subscriber,1980,Male
0 days 00:02:08,2020-12-02 07:02:33.014,2020-12-02 07:04:41.380,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,28874,Subscriber,1977,Male
0 days 00:02:04,2020-12-02 07:09:37.593,2020-12-02 07:11:42.548,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3187,Warren St,40.7211236,-74.03805095,42453,Subscriber,1983,Male
0 days 00:01:57,2020-12-02 07:11:41.353,2020-12-02 07:13:39.234,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,47108,Subscriber,1995,Female
0 days 00:42:07,2020-12-02 07:12:19.072,2020-12-02 07:54:26.460,3211,Newark Ave,40.72152515,-74.046304543,3213,Van Vorst Park,40.71848892,-74.047726625,44747,Subscriber,1989,Male
0 days 00:06:46,2020-12-02 07:16:35.580,2020-12-02 07:23:21.686,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42191,Subscriber,1990,Male
0 days 00:14:17,2020-12-02 07:18:02.620,2020-12-02 07:32:20.217,3187,Warren St,40.7211236,-74.03805095,3194,McGinley Square,40.7253399253558,-74.06762212514877,46473,Subscriber,1984,Male
0 days 00:02:32,2020-12-02 07:21:01.074,2020-12-02 07:23:33.902,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,44424,Subscriber,1967,Male
0 days 00:06:47,2020-12-02 07:21:12.407,2020-12-02 07:27:59.409,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,44774,Subscriber,1985,Female
0 days 00:03:30,2020-12-02 07:22:16.344,2020-12-02 07:25:47.043,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,40885,Subscriber,1986,Male
0 days 00:06:22,2020-12-02 07:29:14.109,2020-12-02 07:35:36.708,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,43558,Subscriber,1979,Male
0 days 00:07:39,2020-12-02 07:30:41.146,2020-12-02 07:38:20.874,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,41724,Subscriber,1992,Female
0 days 00:13:16,2020-12-02 07:31:09.045,2020-12-02 07:44:25.588,3199,Newport Pkwy,40.7287448,-74.0321082,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44774,Customer,1969,Unknown
0 days 00:23:01,2020-12-02 07:35:41.354,2020-12-02 07:58:42.791,3677,Glenwood Ave,40.72755146730012,-74.07106071710587,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,48916,Subscriber,1980,Male
0 days 00:08:59,2020-12-02 07:36:06.210,2020-12-02 07:45:05.571,3203,Hamilton Park,40.727595966,-74.044247311,3184,Paulus Hook,40.7141454,-74.0335519,43798,Subscriber,1969,Male
0 days 00:06:32,2020-12-02 07:37:26.994,2020-12-02 07:43:59.122,3195,Sip Ave,40.73089709786179,-74.06391263008118,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42176,Subscriber,1988,Male
0 days 00:12:12,2020-12-02 07:41:07.655,2020-12-02 07:53:20.401,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3275,Columbus Drive,40.71835519823214,-74.03891444206238,45764,Customer,1988,Male
0 days 00:07:53,2020-12-02 07:47:30.786,2020-12-02 07:55:24.087,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42805,Subscriber,1969,Male
0 days 00:12:19,2020-12-02 07:49:59.533,2020-12-02 08:02:19.263,3206,Hilltop,40.7311689,-74.0575736,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42590,Subscriber,1976,Unknown
0 days 00:09:41,2020-12-02 07:54:02.704,2020-12-02 08:03:44.586,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3677,Glenwood Ave,40.72755146730012,-74.07106071710587,26719,Subscriber,1966,Male
0 days 00:03:21,2020-12-02 07:54:26.802,2020-12-02 07:57:48.641,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45764,Subscriber,1980,Male
0 days 00:09:39,2020-12-02 07:54:35.829,2020-12-02 08:04:15.269,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3273,Manila & 1st,40.72165072487999,-74.04288411140442,43098,Subscriber,1995,Female
0 days 00:01:33,2020-12-02 07:56:14.920,2020-12-02 07:57:48.785,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,46609,Subscriber,1974,Female
0 days 00:12:15,2020-12-02 07:57:07.529,2020-12-02 08:09:22.776,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3202,Newport PATH,40.7272235,-74.0337589,48740,Subscriber,1975,Male
0 days 00:06:30,2020-12-02 07:58:03.313,2020-12-02 08:04:33.497,3203,Hamilton Park,40.727595966,-74.044247311,3275,Columbus Drive,40.71835519823214,-74.03891444206238,45919,Subscriber,1984,Male
0 days 00:41:32,2020-12-02 07:58:42.573,2020-12-02 08:40:14.577,3481,York St,40.71649,-74.04105,3481,York St,40.71649,-74.04105,45959,Subscriber,1979,Male
0 days 00:07:18,2020-12-02 08:05:22.592,2020-12-02 08:12:41.345,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,44225,Subscriber,1992,Male
0 days 00:03:59,2020-12-02 08:06:17.407,2020-12-02 08:10:17.256,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3184,Paulus Hook,40.7141454,-74.0335519,47045,Subscriber,1982,Male
0 days 00:48:21,2020-12-02 08:07:43.004,2020-12-02 08:56:04.226,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3211,Newark Ave,40.72152515,-74.046304543,44241,Subscriber,1959,Female
0 days 00:09:20,2020-12-02 08:10:22.707,2020-12-02 08:19:42.826,3214,Essex Light Rail,40.7127742,-74.0364857,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42178,Subscriber,1982,Male
0 days 00:10:58,2020-12-02 08:14:14.576,2020-12-02 08:25:13.172,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958611647166,-74.04311746358871,46537,Subscriber,1984,Male
0 days 00:06:29,2020-12-02 08:14:23.556,2020-12-02 08:20:52.805,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175522,30360,Subscriber,1978,Female
0 days 00:21:23,2020-12-02 08:14:40.299,2020-12-02 08:36:03.425,3213,Van Vorst Park,40.71848892,-74.047726625,3195,Sip Ave,40.73089709786179,-74.06391263008118,20315,Subscriber,1976,Male
0 days 00:14:59,2020-12-02 08:14:48.408,2020-12-02 08:29:47.632,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3185,City Hall,40.7177325,-74.043845,45355,Subscriber,1962,Male
0 days 00:08:24,2020-12-02 08:20:09.796,2020-12-02 08:28:33.924,3192,Liberty Light Rail,40.7112423,-74.0557013,3639,Harborside,40.7192517,-74.034234,44236,Subscriber,1972,Male
0 days 00:05:40,2020-12-02 08:27:02.810,2020-12-02 08:32:43.670,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958611647166,-74.04311746358871,46531,Subscriber,1969,Male
0 days 00:01:35,2020-12-02 08:29:03.994,2020-12-02 08:30:39.861,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,44937,Subscriber,1984,Male
0 days 00:05:54,2020-12-02 08:30:04.336,2020-12-02 08:35:58.624,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3214,Essex Light Rail,40.7127742,-74.0364857,40885,Subscriber,1982,Male
0 days 00:04:13,2020-12-02 08:35:43.599,2020-12-02 08:39:57.387,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73089709786179,-74.06391263008118,48913,Subscriber,1980,Male
0 days 00:06:01,2020-12-02 08:43:43.393,2020-12-02 08:49:44.837,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3211,Newark Ave,40.72152515,-74.046304543,48916,Subscriber,1984,Male
0 days 00:04:55,2020-12-02 08:46:32.048,2020-12-02 08:51:27.585,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73089709786179,-74.06391263008118,46473,Subscriber,1963,Male
0 days 00:05:05,2020-12-02 08:47:54.100,2020-12-02 08:52:59.658,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3639,Harborside,40.7192517,-74.034234,44911,Customer,1969,Unknown
0 days 00:08:45,2020-12-02 08:51:00.169,2020-12-02 08:59:45.344,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3184,Paulus Hook,40.7141454,-74.0335519,42473,Subscriber,1983,Male
0 days 00:06:47,2020-12-02 08:51:01.175,2020-12-02 08:57:48.343,3207,Oakland Ave,40.7376037,-74.0524783,3640,Journal Square,40.73367,-74.0625,42257,Subscriber,1984,Male
0 days 00:06:33,2020-12-02 08:53:13.829,2020-12-02 08:59:46.935,3206,Hilltop,40.7311689,-74.0575736,3202,Newport PATH,40.7272235,-74.0337589,43090,Subscriber,1990,Male
0 days 00:03:56,2020-12-02 08:53:55.817,2020-12-02 08:57:52.055,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,40907,Subscriber,1960,Male
0 days 00:13:04,2020-12-02 08:55:01.460,2020-12-02 09:08:05.564,3267,Morris Canal,40.7124188237569,-74.03852552175522,3203,Hamilton Park,40.727595966,-74.044247311,46929,Subscriber,1990,Male
0 days 00:01:47,2020-12-02 08:56:15.981,2020-12-02 08:58:03.648,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,33084,Subscriber,1963,Male
0 days 00:08:18,2020-12-02 08:59:32.821,2020-12-02 09:07:51.275,3211,Newark Ave,40.72152515,-74.046304543,3267,Morris Canal,40.7124188237569,-74.03852552175522,44241,Subscriber,1991,Female
0 days 00:02:30,2020-12-02 09:00:53.721,2020-12-02 09:03:23.910,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,42438,Subscriber,1989,Male
0 days 00:03:11,2020-12-02 09:06:03.840,2020-12-02 09:09:15.070,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,40637,Subscriber,1978,Male
0 days 00:07:45,2020-12-02 09:07:22.806,2020-12-02 09:15:08.551,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,42438,Subscriber,1961,Male
0 days 00:05:05,2020-12-02 09:07:40.665,2020-12-02 09:12:46.330,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,48929,Subscriber,1995,Male
0 days 00:08:18,2020-12-02 09:08:40.899,2020-12-02 09:16:59.684,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73089709786179,-74.06391263008118,14639,Subscriber,1988,Male
0 days 00:03:09,2020-12-02 09:09:51.730,2020-12-02 09:13:01.517,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73089709786179,-74.06391263008118,42116,Subscriber,1985,Male
0 days 00:04:31,2020-12-02 09:12:08.332,2020-12-02 09:16:39.554,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3273,Manila & 1st,40.72165072487999,-74.04288411140442,33630,Subscriber,1986,Male
0 days 00:23:31,2020-12-02 09:12:50.655,2020-12-02 09:36:21.957,3202,Newport PATH,40.7272235,-74.0337589,3195,Sip Ave,40.73089709786179,-74.06391263008118,43090,Subscriber,1987,Male
0 days 00:08:30,2020-12-02 09:16:41.721,2020-12-02 09:25:12.701,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42014,Subscriber,1991,Male
0 days 00:06:33,2020-12-02 09:17:13.692,2020-12-02 09:23:46.902,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73089709786179,-74.06391263008118,42209,Subscriber,1996,Male
0 days 00:06:07,2020-12-02 09:19:21.579,2020-12-02 09:25:29.355,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,44762,Subscriber,1986,Female
0 days 00:03:32,2020-12-02 09:21:32.179,2020-12-02 09:25:04.604,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3483,Montgomery St,40.71942,-74.05099,45341,Subscriber,1987,Male
0 days 00:07:09,2020-12-02 09:22:32.052,2020-12-02 09:29:41.723,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42382,Customer,1969,Unknown
0 days 00:01:34,2020-12-02 09:22:50.641,2020-12-02 09:24:24.849,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,42368,Subscriber,1986,Male
0 days 01:37:39,2020-12-02 09:23:45.045,2020-12-02 11:01:24.804,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42147,Subscriber,1984,Female
0 days 00:04:51,2020-12-02 09:25:56.648,2020-12-02 09:30:48.458,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3275,Columbus Drive,40.71835519823214,-74.03891444206238,45919,Subscriber,1985,Male
0 days 00:03:09,2020-12-02 09:32:19.937,2020-12-02 09:35:29.395,3187,Warren St,40.7211236,-74.03805095,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44358,Subscriber,1991,Male
0 days 00:07:04,2020-12-02 09:33:14.526,2020-12-02 09:40:19.352,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958611647166,-74.04311746358871,44042,Customer,1969,Unknown
0 days 00:02:45,2020-12-02 09:36:29.453,2020-12-02 09:39:15.143,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,42580,Subscriber,1986,Male
0 days 00:07:40,2020-12-02 09:42:24.767,2020-12-02 09:50:04.779,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3185,City Hall,40.7177325,-74.043845,42423,Subscriber,1983,Male
0 days 00:05:08,2020-12-02 09:45:35.793,2020-12-02 09:50:43.876,3203,Hamilton Park,40.727595966,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,15505,Subscriber,1985,Male
0 days 00:05:24,2020-12-02 09:48:36.774,2020-12-02 09:54:01.186,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,40093,Subscriber,1969,Male
0 days 00:04:29,2020-12-02 09:49:56.592,2020-12-02 09:54:26.099,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73089709786179,-74.06391263008118,43974,Subscriber,1960,Male
0 days 00:03:50,2020-12-02 09:50:31.561,2020-12-02 09:54:21.902,3639,Harborside,40.7192517,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,44387,Subscriber,1996,Male
0 days 00:03:51,2020-12-02 09:51:03.242,2020-12-02 09:54:54.944,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,40318,Subscriber,1966,Male
0 days 00:07:04,2020-12-02 09:53:55.982,2020-12-02 10:01:00.595,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.727595966,-74.044247311,45355,Subscriber,1953,Female
0 days 00:46:36,2020-12-02 09:54:24.244,2020-12-02 10:41:01.143,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3193,Lincoln Park,40.7246050998869,-74.07840594649315,42492,Customer,1996,Female
0 days 00:04:09,2020-12-02 09:55:40.474,2020-12-02 09:59:49.959,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.71835519823214,-74.03891444206238,43066,Subscriber,1980,Male
0 days 00:04:59,2020-12-02 09:58:33.384,2020-12-02 10:03:32.728,3185,City Hall,40.7177325,-74.043845,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42361,Subscriber,1983,Male
0 days 00:23:21,2020-12-02 10:00:22.510,2020-12-02 10:23:43.958,3194,McGinley Square,40.7253399253558,-74.06762212514877,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44685,Subscriber,1968,Female
0 days 00:03:46,2020-12-02 10:00:49.882,2020-12-02 10:04:36.210,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44425,Subscriber,1970,Male
0 days 00:06:24,2020-12-02 10:03:58.714,2020-12-02 10:10:23.607,3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595966,-74.044247311,48916,Subscriber,1985,Male
0 days 00:45:16,2020-12-02 10:04:44.233,2020-12-02 10:50:00.325,3267,Morris Canal,40.7124188237569,-74.03852552175522,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,30360,Subscriber,1977,Male
0 days 00:05:40,2020-12-02 10:07:17.673,2020-12-02 10:12:57.808,3640,Journal Square,40.73367,-74.0625,3207,Oakland Ave,40.7376037,-74.0524783,40318,Subscriber,1971,Male
0 days 00:15:20,2020-12-02 10:07:25.098,2020-12-02 10:22:45.235,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,47054,Subscriber,1991,Female
0 days 00:03:51,2020-12-02 10:08:21.349,2020-12-02 10:12:13.006,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42267,Subscriber,1994,Male
0 days 00:03:29,2020-12-02 10:08:31.588,2020-12-02 10:12:01.182,3192,Liberty Light Rail,40.7112423,-74.0557013,3268,Lafayette Park,40.71346382669195,-74.06285852193832,42120,Subscriber,1979,Male
0 days 00:05:22,2020-12-02 10:16:27.416,2020-12-02 10:21:50.276,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44241,Subscriber,1969,Male
0 days 00:12:34,2020-12-02 10:18:26.100,2020-12-02 10:31:00.725,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.71835519823214,-74.03891444206238,41696,Customer,1969,Unknown
0 days 00:44:56,2020-12-02 10:21:00.023,2020-12-02 11:05:56.293,3209,Brunswick St,40.7241765,-74.0506564,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42339,Subscriber,1975,Male
0 days 00:14:46,2020-12-02 10:23:32.048,2020-12-02 10:38:18.738,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3679,Bergen Ave,40.722103786686034,-74.07145500183105,46529,Subscriber,1983,Male
0 days 00:04:22,2020-12-02 10:25:01.729,2020-12-02 10:29:24.289,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,42014,Subscriber,1989,Male
0 days 00:04:10,2020-12-02 10:26:32.788,2020-12-02 10:30:42.983,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,46929,Subscriber,1973,Male
0 days 00:35:07,2020-12-02 10:26:53.754,2020-12-02 11:02:01.218,3483,Montgomery St,40.71942,-74.05099,3483,Montgomery St,40.71942,-74.05099,47188,Customer,1969,Unknown
0 days 00:32:40,2020-12-02 10:29:21.833,2020-12-02 11:02:02.323,3483,Montgomery St,40.71942,-74.05099,3483,Montgomery St,40.71942,-74.05099,17162,Customer,1969,Unknown
0 days 00:02:53,2020-12-02 10:29:41.022,2020-12-02 10:32:34.243,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,45281,Subscriber,1998,Male
0 days 00:02:00,2020-12-02 10:33:32.845,2020-12-02 10:35:33.732,3681,Grand St,40.71517767732029,-74.03768330812454,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,35358,Subscriber,1975,Male
0 days 00:06:15,2020-12-02 10:34:21.745,2020-12-02 10:40:37.109,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3681,Grand St,40.71517767732029,-74.03768330812454,42171,Subscriber,1959,Male
0 days 00:04:13,2020-12-02 10:36:36.525,2020-12-02 10:40:49.730,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3203,Hamilton Park,40.727595966,-74.044247311,38937,Subscriber,1968,Male
0 days 00:04:00,2020-12-02 10:38:33.778,2020-12-02 10:42:34.526,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,46539,Subscriber,1989,Male
0 days 00:07:22,2020-12-02 10:42:31.376,2020-12-02 10:49:53.888,3280,Astor Place,40.71928220070702,-74.07126188278198,3195,Sip Ave,40.73089709786179,-74.06391263008118,42949,Subscriber,1960,Male
0 days 00:06:50,2020-12-02 10:48:34.666,2020-12-02 10:55:24.821,3187,Warren St,40.7211236,-74.03805095,3205,JC Medical Center,40.71653978099194,-74.0496379137039,44380,Customer,1982,Male
0 days 09:03:54,2020-12-02 10:51:14.099,2020-12-02 19:55:08.847,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3195,Sip Ave,40.73089709786179,-74.06391263008118,42153,Customer,1969,Unknown
0 days 00:02:20,2020-12-02 10:51:53.843,2020-12-02 10:54:14.726,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3214,Essex Light Rail,40.7127742,-74.0364857,44425,Subscriber,1981,Male
0 days 00:04:43,2020-12-02 10:52:54.789,2020-12-02 10:57:37.917,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,40093,Subscriber,1969,Male
0 days 00:02:05,2020-12-02 10:54:38.755,2020-12-02 10:56:44.614,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3209,Brunswick St,40.7241765,-74.0506564,40207,Subscriber,1975,Male
0 days 00:05:01,2020-12-02 10:56:13.254,2020-12-02 11:01:15.035,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3186,Grove St PATH,40.71958611647166,-74.04311746358871,45091,Subscriber,1977,Female
0 days 00:37:38,2020-12-02 10:57:52.814,2020-12-02 11:35:31.435,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73089709786179,-74.06391263008118,44400,Subscriber,1968,Female
0 days 00:04:21,2020-12-02 10:59:39.006,2020-12-02 11:04:00.391,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3213,Van Vorst Park,40.71848892,-74.047726625,45343,Subscriber,1976,Male
0 days 00:06:20,2020-12-02 10:59:53.049,2020-12-02 11:06:13.215,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42191,Subscriber,1968,Female
0 days 00:05:17,2020-12-02 11:00:36.345,2020-12-02 11:05:53.582,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,42305,Subscriber,1987,Male
0 days 00:15:32,2020-12-02 11:03:19.152,2020-12-02 11:18:51.290,3199,Newport Pkwy,40.7287448,-74.0321082,3267,Morris Canal,40.7124188237569,-74.03852552175522,44762,Subscriber,1991,Female
0 days 00:05:07,2020-12-02 11:06:08.774,2020-12-02 11:11:16.564,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3209,Brunswick St,40.7241765,-74.0506564,42339,Subscriber,1975,Male
0 days 00:02:03,2020-12-02 11:06:51.860,2020-12-02 11:08:55.165,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.046304543,40756,Subscriber,1965,Male
0 days 00:07:51,2020-12-02 11:09:36.765,2020-12-02 11:17:27.807,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42438,Subscriber,1959,Male
0 days 00:11:07,2020-12-02 11:16:44.835,2020-12-02 11:27:51.941,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,40176,Subscriber,1988,Male
0 days 00:20:14,2020-12-02 11:17:53.040,2020-12-02 11:38:07.192,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3209,Brunswick St,40.7241765,-74.0506564,46929,Subscriber,1965,Male
0 days 00:04:03,2020-12-02 11:20:12.667,2020-12-02 11:24:16.620,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,34039,Subscriber,1984,Male
0 days 00:08:43,2020-12-02 11:27:13.847,2020-12-02 11:35:56.920,3639,Harborside,40.7192517,-74.034234,3211,Newark Ave,40.72152515,-74.046304543,42432,Customer,1969,Unknown
0 days 00:15:27,2020-12-02 11:28:20.504,2020-12-02 11:43:48.374,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3213,Van Vorst Park,40.71848892,-74.047726625,40954,Subscriber,1970,Male
0 days 00:10:46,2020-12-02 11:28:59.472,2020-12-02 11:39:46.242,3202,Newport PATH,40.7272235,-74.0337589,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45352,Subscriber,1991,Male
0 days 00:08:04,2020-12-02 11:29:30.209,2020-12-02 11:37:34.950,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3186,Grove St PATH,40.71958611647166,-74.04311746358871,34039,Subscriber,1988,Female
0 days 00:04:49,2020-12-02 11:39:39.643,2020-12-02 11:44:28.848,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3205,JC Medical Center,40.71653978099194,-74.0496379137039,34039,Subscriber,1991,Female
0 days 00:04:55,2020-12-02 11:41:03.989,2020-12-02 11:45:58.993,3640,Journal Square,40.73367,-74.0625,3201,Dey St,40.737711,-74.066921,41620,Subscriber,1962,Female
0 days 00:13:42,2020-12-02 11:41:48.620,2020-12-02 11:55:31.452,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44895,Customer,1969,Unknown
0 days 00:03:46,2020-12-02 11:42:38.474,2020-12-02 11:46:25.037,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958611647166,-74.04311746358871,32575,Subscriber,1990,Female
0 days 00:04:26,2020-12-02 11:44:23.165,2020-12-02 11:48:50.009,3185,City Hall,40.7177325,-74.043845,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42810,Subscriber,1959,Male
